s/n,epi_week,state,year,cases,deaths,cfr,suspected_cases,confirmed_cases,rainfall_mm,temperature_c,humidity_pct,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports,basic_water_pct,safely_managed_water_pct,basic_sanitation_pct,safely_managed_sanitation_pct,open_defecation_pct,idp_population,returnee_population,displacement_round,displacement_data_age_days,health_facility_count,hospital_count,phc_count,epi_week_label,epi_week_start,epi_week_end,period_weeks,state_code,report_gap_weeks,date,month,quarter,rainy_season,lag_1_cases,lag_2_cases,lag_4_cases,lag_8_cases,lag_1_deaths,lag_1_cfr,lag_2_deaths,lag_2_cfr,lag_4_deaths,lag_4_cfr,rolling_4_cases,rolling_8_cases,rolling_4_deaths,rolling_4_cfr,risk_threshold_basis,risk_low_threshold,risk_high_threshold,risk_level
133,27,Ebonyi,2024,6,1,0.1667,6,,28.91,25.96,88.02142857142857,-9.336000000000002,-0.6696241540349966,0,0,248.80000000000007,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1243.0,32.0,1103.0,27,27,27,1,10,0,2024-07-01,7,3,1,9.0,2.0,86.0,,0.0,0.0,1.0,0.5,5.0,0.0581,27.0,26.8,1.75,0.16225,iqr_trimmed_quantiles,9.0,30.0,Low
50,39,Ebonyi,2024,30,12,0.4,30,,23.29,26.12857142857143,84.63571428571429,1.349999999999998,0.0806994202118178,0,0,64.18000000000002,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1243.0,32.0,1103.0,39,39,39,1,10,11,2024-09-23,9,3,1,6.0,9.0,11.0,,1.0,0.1667,0.0,0.0,1.0,0.0909,7.0,23.333333333333332,0.75,0.18939999999999999,iqr_trimmed_quantiles,9.0,30.0,High
178,51,Edo,2023,1,0,0.0,1,,10.059999999999999,25.93285714285714,80.91892857142857,-3.148,-0.21524261984098436,0,0,39.62749999999998,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1069.0,31.0,928.0,48-51,48,51,4,11,0,2023-12-18,12,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
91,34,Edo,2024,11,0,0.0,11,,69.19,25.08,91.91428571428573,19.315999999999995,0.5428448236935565,0,0,104.65999999999995,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1069.0,31.0,928.0,34,34,34,1,11,0,2024-08-19,8,3,1,1.0,,,,0.0,0.0,,,,,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
357,51,Ekiti,2021,1,0,0.0,1,,0.66,22.882857142857144,78.29857142857144,-0.374,-0.1904231568638975,0,0,270.2,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,772.0,33.0,663.0,51,51,51,1,12,0,2021-12-20,12,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
297,30,Ekiti,2022,1,0,0.0,1,,197.19000000000003,23.599285714285713,91.30892857142857,-4.107000000000001,-0.013000378518287087,0,0,207.28000000000003,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,772.0,33.0,663.0,27-30,27,30,4,12,0,2022-07-25,7,3,1,1.0,,,,0.0,0.0,,,,,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
281,35,Ekiti,2022,1,0,0.0,1,,272.69,23.277428571428572,90.85342857142857,-1.4355999999999973,0.004650654564347034,0,0,201.57800000000003,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,772.0,33.0,663.0,31-35,31,35,5,12,0,2022-08-29,8,3,1,1.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
60,38,Ekiti,2024,1,0,0.0,1,,43.17,24.52857142857143,89.11714285714285,-30.245999999999995,-1.089163450803135,0,0,213.69999999999996,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,772.0,33.0,663.0,38,38,38,1,12,0,2024-09-16,9,3,1,1.0,1.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
9,4,Ekiti,2025,7,0,0.0,7,,0.32,24.973928571428573,70.45571428571428,-4.99975,-0.5719395750305747,0,0,0.10249999999997156,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,772.0,33.0,663.0,1-4,1,4,4,12,0,2025-01-20,1,1,0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
37,9,Ekiti,2025,1,0,0.0,1,,28.24,26.38107142857143,78.10035714285713,-8.643,-0.4180186866329867,0,0,11.899999999999944,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,772.0,33.0,663.0,6-9,6,9,4,12,1,2025-02-24,2,1,0,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.2,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
565,29,Enugu,2021,30,0,0.0,30,,10.08,25.125714285714285,86.88142857142857,-36.412,-0.7010720717799457,0,0,128.02,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1457.0,49.0,1214.0,29,29,29,1,13,0,2021-07-19,7,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
10,4,Enugu,2025,1,0,0.0,1,,0.5099999999999999,27.7175,52.08464285714286,-1.3539166666666669,-0.551096485489429,0,0,0.2250000000000284,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1457.0,49.0,1214.0,1-4,1,4,4,13,0,2025-01-20,1,1,0,30.0,,,,0.0,0.0,,,,,30.0,30.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
27,5,Enugu,2025,2,0,0.0,2,,0.01,27.89428571428571,46.48571428571428,-0.366,-0.5282865023919553,0,0,0.5100000000000283,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1457.0,49.0,1214.0,5,5,5,1,13,0,2025-01-27,1,1,0,1.0,30.0,,,0.0,0.0,0.0,0.0,,,15.5,15.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
575,27,FCT,2021,13,0,0.0,13,,22.15,24.004285714285714,87.46571428571428,-12.846000000000004,-0.5141086281895539,0,0,215.79,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1464.0,22.0,1367.0,27,27,27,1,14,0,2021-07-05,7,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Medium
556,30,FCT,2021,64,2,0.0313,64,,36.7,23.75857142857143,88.25142857142858,-16.774,-0.8389157549306383,0,0,171.85,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1464.0,22.0,1367.0,30,30,30,1,14,2,2021-07-26,7,3,1,13.0,,,,0.0,0.0,,,,,13.0,13.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
548,32,FCT,2021,3,0,0.0,3,,73.59,23.775714285714287,89.08142857142857,23.548,0.7786454984715585,1,0,333.76,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1464.0,22.0,1367.0,32,32,32,1,14,1,2021-08-09,8,3,1,64.0,13.0,,,2.0,0.0313,0.0,0.0,,,38.5,38.5,1.0,0.01565,iqr_trimmed_quantiles,9.0,30.0,Low
535,33,FCT,2021,11,0,0.0,11,,44.54,23.74428571428572,88.58000000000001,3.1439999999999984,0.1864077208135432,0,0,294.73,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1464.0,22.0,1367.0,33,33,33,1,14,0,2021-08-16,8,3,1,3.0,64.0,,,0.0,0.0,2.0,0.0313,,,26.666666666666668,26.666666666666668,0.6666666666666666,0.010433333333333334,iqr_trimmed_quantiles,9.0,30.0,Medium
520,34,FCT,2021,18,0,0.0,18,,64.11,24.41,88.07428571428571,-6.220000000000013,-0.1163714386549012,1,0,322.14,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1464.0,22.0,1367.0,34,34,34,1,14,0,2021-08-23,8,3,1,11.0,3.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.75,22.75,0.5,0.007825,iqr_trimmed_quantiles,9.0,30.0,Medium
138,26,FCT,2024,1,0,0.0,1,,35.78,26.124285714285715,82.24571428571429,-6.635999999999996,-0.2423269461781494,0,0,114.15,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1464.0,22.0,1367.0,26,26,26,1,14,0,2024-06-24,6,2,1,18.0,11.0,64.0,,0.0,0.0,0.0,0.0,2.0,0.0313,24.0,21.8,0.5,0.007825,iqr_trimmed_quantiles,9.0,30.0,Low
125,28,FCT,2024,1,0,0.0,1,,20.45,25.458571428571428,82.97714285714287,-2.862000000000002,-0.4227270322362595,0,0,101.66,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1464.0,22.0,1367.0,28,28,28,1,14,1,2024-07-08,7,3,1,1.0,18.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.25,18.333333333333332,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
61,38,FCT,2024,3,3,1.0,3,,21.79,24.978571428571428,86.44428571428571,-16.386000000000003,-0.7760127965251239,0,0,122.32999999999998,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1464.0,22.0,1367.0,38,38,38,1,14,9,2024-09-16,9,3,1,1.0,1.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.75,15.857142857142858,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
600,12,Gombe,2021,128,0,0.0,128,,14.74,26.507976190476196,26.52297619047619,-0.14558333333333334,0.045394572909120585,0,0,3.776666666666667,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,1-12,1,12,12,15,0,2021-03-22,3,1,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
587,24,Gombe,2021,62,1,0.0161,62,,409.36,29.45142857142857,56.62535714285713,-8.094333333333338,0.04027987096947327,1,0,107.77583333333332,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,13-24,13,24,12,15,0,2021-06-14,6,2,1,128.0,,,,0.0,0.0,,,,,128.0,128.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
523,34,Gombe,2021,21,0,0.0,21,,113.7,25.504285714285714,85.65857142857143,3.3899999999999864,0.0388195726056787,1,0,361.9500000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,34,34,34,1,15,9,2021-08-23,8,3,1,62.0,128.0,,,1.0,0.0161,0.0,0.0,,,95.0,95.0,0.5,0.00805,iqr_trimmed_quantiles,9.0,30.0,Medium
501,35,Gombe,2021,8,0,0.0,8,,6.529999999999999,24.897142857142857,87.78999999999999,-19.230000000000004,-0.805357556659705,0,0,282.18,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,35,35,35,1,15,0,2021-08-30,8,3,1,21.0,62.0,,,0.0,0.0,1.0,0.0161,,,70.33333333333333,70.33333333333333,0.3333333333333333,0.005366666666666666,iqr_trimmed_quantiles,9.0,30.0,Low
489,36,Gombe,2021,34,2,0.0588,34,,79.85,25.102857142857143,86.25428571428571,7.923999999999992,0.2609013993722827,0,0,250.59,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,36,36,36,1,15,0,2021-09-06,9,3,1,8.0,21.0,128.0,,0.0,0.0,0.0,0.0,0.0,0.0,54.75,54.75,0.25,0.004025,iqr_trimmed_quantiles,9.0,30.0,High
480,37,Gombe,2021,22,0,0.0,22,,206.56,24.93,88.50857142857141,130.98000000000002,1.785741911820454,1,1,406.64,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,37,37,37,1,15,0,2021-09-13,9,3,1,34.0,8.0,62.0,,2.0,0.0588,0.0,0.0,1.0,0.0161,31.25,50.6,0.75,0.018725,iqr_trimmed_quantiles,9.0,30.0,Medium
453,39,Gombe,2021,5,0,0.0,5,,59.44,26.24571428571429,82.46857142857142,21.616,1.577772685432107,0,0,481.18,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,39,39,39,1,15,1,2021-09-27,9,3,1,22.0,34.0,21.0,,0.0,0.0,2.0,0.0588,0.0,0.0,21.25,45.833333333333336,0.5,0.0147,iqr_trimmed_quantiles,9.0,30.0,Low
443,40,Gombe,2021,70,0,0.0,70,,91.0,26.404285714285717,76.35714285714286,43.516000000000005,1.299141808798532,1,0,492.33,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,40,40,40,1,15,0,2021-10-04,10,4,1,5.0,22.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.25,40.0,0.5,0.014700000000000001,iqr_trimmed_quantiles,9.0,30.0,High
431,42,Gombe,2021,6,0,0.0,6,,29.23,25.587142857142855,84.74428571428572,17.701999999999998,1.5688477873059994,0,0,210.55,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,42,42,42,1,15,1,2021-10-18,10,4,1,70.0,5.0,34.0,128.0,0.0,0.0,0.0,0.0,2.0,0.0588,32.75,43.75,0.5,0.014700000000000001,iqr_trimmed_quantiles,9.0,30.0,Low
421,43,Gombe,2021,1,0,0.0,1,,8.61,24.97714285714286,73.72142857142856,6.884,1.7888528720841093,0,0,159.72,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,43,43,43,1,15,0,2021-10-25,10,4,1,6.0,70.0,22.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,28.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
403,45,Gombe,2021,30,0,0.0,30,,13.84,23.888571428571428,64.96142857142857,11.07,1.7888539440737188,0,0,96.83,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,45,45,45,1,15,1,2021-11-08,11,4,0,1.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.875,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
389,47,Gombe,2021,1,0,0.0,1,,0.0,22.055714285714284,64.19428571428571,0.0,0.0,0,0,59.67000000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,47,47,47,1,15,1,2021-11-22,11,4,0,30.0,1.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,22.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
379,48,Gombe,2021,8,1,0.125,8,,0.0,21.464285714285715,60.38142857142857,0.0,0.0,0,0,14.52,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,48,48,48,1,15,0,2021-11-29,11,4,0,1.0,30.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,21.125,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
370,49,Gombe,2021,2,0,0.0,2,,0.0,21.72142857142857,56.53142857142858,0.0,0.0,0,0,0.68,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,49,49,49,1,15,0,2021-12-06,12,4,0,8.0,1.0,1.0,22.0,1.0,0.125,0.0,0.0,0.0,0.0,10.0,17.875,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,Low
360,50,Gombe,2021,2,0,0.0,2,,0.0,19.874285714285715,55.99714285714286,0.0,0.0,0,0,0.0,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,50,50,50,1,15,0,2021-12-13,12,4,0,2.0,8.0,30.0,5.0,0.0,0.0,1.0,0.125,0.0,0.0,10.25,15.375,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,Low
347,52,Gombe,2021,16,0,0.0,16,,4.069999999999999,20.647142857142857,49.96428571428572,3.256,1.7888543819998317,0,0,4.079999999999999,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,897.0,10.0,770.0,52,52,52,1,15,1,2021-12-27,12,4,0,2.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,15.0,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,Medium
322,21,Gombe,2022,1,0,0.0,1,,803.95,26.670714285714283,80.18642857142856,143.1055,1.1590830456646481,1,1,652.5525,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,18-21,18,21,4,15,0,2022-05-23,5,2,1,16.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,0.125,7.0,8.25,0.25,0.03125,iqr_trimmed_quantiles,9.0,30.0,Low
312,26,Gombe,2022,3,0,0.0,3,,477.38,25.802857142857146,83.39428571428572,43.2812,0.8639301323071609,1,1,580.372,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,22-26,22,26,5,15,0,2022-06-27,6,2,1,1.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,7.625,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
298,30,Gombe,2022,3,0,0.0,3,,213.32999999999998,24.947142857142858,86.67250000000001,-28.3525,-0.31123453050456873,0,0,290.355,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,27-30,27,30,4,15,0,2022-07-25,7,3,1,3.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.875,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
279,35,Gombe,2022,133,0,0.0,133,,258.89,24.24885714285714,87.66342857142857,-9.057200000000003,0.019040942242610583,1,0,231.24200000000002,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,31-35,31,35,5,15,0,2022-08-29,8,3,1,3.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,4.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
282,35,Gombe,2022,3,0,0.0,3,,258.89,24.24885714285714,87.66342857142857,-9.057200000000003,0.019040942242610583,1,0,231.24200000000002,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,31-35,31,35,5,15,0,2022-08-29,8,3,1,133.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
269,39,Gombe,2022,317,9,0.0284,317,,211.82999999999998,24.905,85.95678571428572,-8.646499999999998,-0.13708414253210338,1,1,220.12000000000003,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,36-39,36,39,4,15,0,2022-09-26,9,3,1,3.0,133.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,20.375,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
262,43,Gombe,2022,93,10,0.1075,93,,28.94,24.815357142857145,76.14357142857142,-11.613,-0.6226182849772686,0,0,65.4,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,40-43,40,43,4,15,0,2022-10-24,10,4,1,317.0,3.0,3.0,2.0,9.0,0.0284,0.0,0.0,0.0,0.0,114.0,59.75,2.25,0.0071,iqr_trimmed_quantiles,9.0,30.0,High
255,47,Gombe,2022,165,8,0.0485,165,,0.01,22.957857142857144,57.89357142857143,-3.0155,-0.40618615256102364,0,0,4.352500000000001,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,897.0,10.0,770.0,44-47,44,47,4,15,0,2022-11-21,11,4,0,93.0,317.0,133.0,16.0,10.0,0.1075,9.0,0.0284,0.0,0.0,136.5,71.125,4.75,0.033975,iqr_trimmed_quantiles,9.0,30.0,High
201,30,Gombe,2023,5,0,0.0,5,,39.78,27.416785714285716,71.92392857142858,-71.74,-0.9570518238797079,0,0,52.115,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,897.0,10.0,770.0,27-30,27,30,4,15,0,2023-07-24,7,3,1,165.0,93.0,3.0,1.0,8.0,0.0485,10.0,0.1075,0.0,0.0,144.5,89.75,6.75,0.0461,iqr_trimmed_quantiles,9.0,30.0,Low
195,34,Gombe,2023,1,1,1.0,1,,177.10000000000002,26.314642857142857,78.60249999999999,-25.329000000000004,-0.632560551371189,0,0,111.465,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,897.0,10.0,770.0,31-34,31,34,4,15,0,2023-08-21,8,3,1,5.0,165.0,317.0,3.0,0.0,0.0,8.0,0.0485,9.0,0.0284,145.0,90.25,6.75,0.0461,iqr_trimmed_quantiles,9.0,30.0,Low
84,35,Gombe,2024,1,0,0.0,1,,43.5,24.77857142857143,88.68999999999998,17.74,0.7429559571057287,0,0,386.29,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,897.0,10.0,770.0,35,35,35,1,15,0,2024-08-26,8,3,1,1.0,5.0,93.0,3.0,1.0,1.0,0.0,0.0,10.0,0.1075,66.0,90.0,4.75,0.289,iqr_trimmed_quantiles,9.0,30.0,Low
11,4,Gombe,2025,10,0,0.0,10,,0.0,24.025357142857146,31.969285714285718,-0.00125,-0.10206207261596577,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,897.0,10.0,770.0,1-4,1,4,4,15,0,2025-01-20,1,1,0,1.0,1.0,165.0,133.0,0.0,0.0,1.0,1.0,8.0,0.0485,43.0,89.75,2.25,0.26212500000000005,iqr_trimmed_quantiles,9.0,30.0,Medium
323,21,Imo,2022,3,0,0.0,3,,159.22000000000003,26.551785714285714,88.44178571428571,-0.4044999999999971,0.06692497656199163,0,0,169.10499999999996,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1779.0,56.0,1518.0,18-21,18,21,4,16,0,2022-05-23,5,2,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
126,28,Imo,2024,1,0,0.0,1,,31.39,25.502857142857145,90.82142857142856,-13.864000000000004,-0.4122456938812556,0,0,233.47000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1779.0,56.0,1518.0,28,28,28,1,16,0,2024-07-08,7,3,1,3.0,,,,0.0,0.0,,,,,3.0,3.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
62,38,Imo,2024,4,0,0.0,4,,117.93,26.11142857142857,89.48571428571428,32.382000000000005,1.4162423391144288,1,1,281.36,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1779.0,56.0,1518.0,38,38,38,1,16,9,2024-09-16,9,3,1,1.0,3.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
12,4,Imo,2025,1,0,0.0,1,,0.5900000000000001,26.07714285714286,78.89214285714286,-8.038,-0.7268499001018545,0,0,0.3875,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1779.0,56.0,1518.0,1-4,1,4,4,16,0,2025-01-20,1,1,0,4.0,1.0,,,0.0,0.0,0.0,0.0,,,2.6666666666666665,2.6666666666666665,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
38,9,Imo,2025,7,0,0.0,7,,33.620000000000005,27.40714285714286,82.6832142857143,2.1525,-0.10922270485866378,0,0,14.25,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1779.0,56.0,1518.0,6-9,6,9,4,16,1,2025-02-24,2,1,0,1.0,4.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
576,27,Jigawa,2021,99,4,0.0404,99,,40.71,26.97142857142857,73.14285714285714,13.936,1.3076100753888356,0,0,222.87,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,904.0,2.0,688.0,27,27,27,1,17,0,2021-07-05,7,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
562,29,Jigawa,2021,201,4,0.0199,201,,239.12,25.62142857142857,85.50428571428571,104.402,0.6025652570580323,1,1,590.02,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,904.0,2.0,688.0,29,29,29,1,17,1,2021-07-19,7,3,1,99.0,,,,4.0,0.0404,,,,,99.0,99.0,4.0,0.0404,iqr_trimmed_quantiles,9.0,30.0,High
557,30,Jigawa,2021,13,1,0.0769,13,,70.47,24.798571428571428,87.89571428571428,35.292,1.3512102691164356,1,1,632.7900000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,904.0,2.0,688.0,30,30,30,1,17,0,2021-07-26,7,3,1,201.0,99.0,,,4.0,0.0199,4.0,0.0404,,,150.0,150.0,4.0,0.03015,iqr_trimmed_quantiles,9.0,30.0,Medium
541,32,Jigawa,2021,714,17,0.0238,714,,257.02,25.04142857142857,85.26714285714286,188.414,1.7850081143039231,1,1,669.31,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,904.0,2.0,688.0,32,32,32,1,17,1,2021-08-09,8,3,1,13.0,201.0,,,1.0,0.0769,4.0,0.0199,,,104.33333333333333,104.33333333333333,3.0,0.04573333333333333,iqr_trimmed_quantiles,9.0,30.0,High
